7212	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Protostomia,clade_Ecdysozoa,clade_Panarthropoda,phylum_Arthropoda,clade_Mandibulata,clade_Pancrustacea,subphylum_Hexapoda,class_Insecta,clade_Dicondylia,subclass_Pterygota,infraclass_Neoptera,cohort_Endopterygota,order_Diptera,suborder_Brachycera,infraorder_Muscomorpha,clade_Eremoneura,clade_Cyclorrhapha,superfamily_Tephritoidea,family_Tephritidae,subfamily_Dacinae,tribe_Ceratitidini
7571	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Protostomia,clade_Spiralia,clade_Lophotrochozoa,phylum_Brachiopoda,subphylum_Linguliformea,class_Lingulata,order_Lingulida,superfamily_Linguloidea,family_Lingulidae
7601	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Echinodermata,clade_Eleutherozoa,superclass_Asterozoa,class_Asteroidea,superorder_Forcipulatacea,order_Forcipulatida,family_Asteriidae
7652	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Echinodermata,clade_Eleutherozoa,superclass_Echinozoa,class_Echinoidea,subclass_Euechinoidea,superorder_Echinacea,order_Temnopleuroida,family_Toxopneustidae
7737	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Cephalochordata,class_Leptocardii,order_Amphioxiformes,family_Branchiostomatidae
7756	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Cyclostomata,class_Hyperoartia,order_Petromyzontiformes,family_Petromyzontidae
7901	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Chondrostei,order_Acipenseriformes,suborder_Acipenseroidei,family_Acipenseridae,subfamily_Acipenserinae,tribe_Acipenserini
7912	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Chondrostei,order_Acipenseriformes,suborder_Acipenseroidei,family_Polyodontidae,subfamily_Polyodontinae,tribe_Polyodontini
7931	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Elopocephalai,clade_Elopocephala,clade_Elopomorpha,order_Elopiformes,family_Megalopidae
7935	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Elopocephalai,clade_Elopocephala,clade_Elopomorpha,order_Anguilliformes,family_Anguillidae
7949	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Osteoglossocephalai,cohort_Otomorpha,subcohort_Clupei,order_Clupeiformes,suborder_Clupeoidei,family_Clupeidae,subfamily_Clupeinae
7954	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Osteoglossocephalai,cohort_Otomorpha,subcohort_Ostariophysi,clade_Otophysi,superorder_Cypriniphysae,order_Cypriniformes,suborder_Cyprinoidei,family_Danionidae,subfamily_Danioninae
7958	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Osteoglossocephalai,cohort_Otomorpha,subcohort_Ostariophysi,clade_Otophysi,superorder_Cypriniphysae,order_Cypriniformes,suborder_Cyprinoidei,family_Xenocyprididae,subfamily_Xenocypridinae
7997	superkingdom_Eukaryota,clade_Opisthokonta,kingdom_Metazoa,clade_Eumetazoa,clade_Bilateria,clade_Deuterostomia,phylum_Chordata,subphylum_Craniata,clade_Vertebrata,clade_Gnathostomata,clade_Teleostomi,clade_Euteleostomi,superclass_Actinopterygii,class_Actinopteri,subclass_Neopterygii,infraclass_Teleostei,clade_Osteoglossocephalai,cohort_Otomorpha,subcohort_Ostariophysi,clade_Otophysi,superorder_Characiphysae,order_Siluriformes,suborder_Siluroidei,family_Ictaluridae
